Sales,Quantity,Discount,Profit,Order Date,Month
19.9,5,0.0,6.567,2014-01-13,1
1268.82,9,0.0,266.4522,2015-02-06,2
283.92,4,0.0,82.3368,2015-02-06,2
5.68,2,0.0,1.7608,2015-02-06,2
375.34,1,0.0,18.767,2017-12-21,12
96.08,2,0.0,46.1184,2016-09-05,9
11.68,2,0.2,3.942,2016-09-05,9
4.36,2,0.0,1.7876,2016-09-05,9
29.24,4,0.0,13.7428,2014-10-04,10
117.488,7,0.2,41.1208,2017-11-27,11
18.84,3,0.0,6.0288,2017-11-27,11
12.42,3,0.0,5.2164,2016-10-28,10
12.96,2,0.0,6.2208,2015-06-09,6
69.48,1,0.0,20.844,2017-12-08,12
85.9,2,0.0,2.577,2015-03-16,3
18.06,7,0.0,4.6956,2014-06-09,6
79.14,3,0.0,36.4044,2014-06-09,6
37.4,2,0.0,14.212,2014-06-09,6
2.512,2,0.8,-4.396,2015-03-20,3
18.864,9,0.2,6.1308,2015-03-20,3
61.192,1,0.2,6.1192,2016-11-18,11
67.84,1,0.0,18.3168,2016-11-18,11
48.712,1,0.2,5.4801,2014-03-07,3
17.94,3,0.0,4.6644,2014-03-07,3
242.94,3,0.0,4.8588,2014-03-07,3
7.764,4,0.7,-5.176,2016-05-15,5
467.04,4,0.2,58.38,2015-05-25,5
128.85,3,0.0,3.8655,2015-08-02,8
8.4,2,0.0,4.116,2015-08-02,8
199.98,2,0.0,83.9916,2015-08-02,8
110.98,1,0.0,15.5372,2015-08-02,8
207.984,2,0.2,-28.5978,2016-11-06,11
36.112,2,0.2,12.6392,2016-11-06,11
35.568,2,0.2,5.7798,2016-11-06,11
88.768,2,0.2,31.0688,2016-11-06,11
12.9,2,0.0,6.321,2016-11-07,11
717.12,9,0.2,152.388,2015-09-18,9
21.36,5,0.2,7.209,2015-12-07,12
6.688,2,0.2,2.3408,2015-12-07,12
773.94,6,0.0,224.4426,2015-12-07,12
20.568,3,0.2,1.5426,2016-12-09,12
4.356,2,0.8,-11.7612,2016-12-09,12
19.04,4,0.2,-1.428,2016-12-09,12
5.22,2,0.0,2.4012,2014-11-16,11
84.84,3,0.0,22.9068,2016-11-06,11
7.24,5,0.2,1.1765,2015-09-06,9
14.4,5,0.0,7.056,2014-09-03,9
15.552,3,0.2,5.4432,2016-04-24,4
1325.76,6,0.2,149.148,2016-04-24,4
3.108,2,0.7,-2.1756,2016-04-24,4
6.672,3,0.2,2.1684,2017-08-31,8
689.408,4,0.2,77.5584,2017-08-31,8
1889.99,5,0.8,-2929.4845,2017-12-07,12
55.936,8,0.2,18.8784,2015-12-18,12
18.432,8,0.2,5.9904,2015-12-18,12
20.32,5,0.2,3.556,2015-12-18,12
52.064,4,0.2,18.8732,2014-11-04,11
48.784,1,0.2,3.6588,2017-03-10,3
13.092,4,0.7,-10.0372,2017-03-10,3
109.592,1,0.2,8.2194,2016-01-31,1
56.7,5,0.0,27.783,2016-01-31,1
79.99,1,0.0,28.7964,2017-05-07,5
69.5,5,0.0,20.155,2016-05-24,5
191.6,4,0.0,91.968,2016-05-24,5
10.56,2,0.0,5.0688,2016-10-07,10
47.79,3,0.0,16.2486,2014-04-30,4
714.3,5,0.0,207.147,2015-11-10,11
2321.9,2,0.0,1114.512,2015-11-09,11
17.94,3,0.0,3.0498,2015-11-09,11
9.522,1,0.7,-6.9828,2015-09-07,9
791.964,6,0.4,-131.994,2015-09-07,9
4.923,3,0.7,-3.9384,2015-09-07,9
209.979,7,0.7,-356.9643,2017-05-11,5
33.93,3,0.7,-22.62,2017-07-21,7
222.32,7,0.2,25.011,2017-07-21,7
210.564,6,0.4,-52.641,2017-07-21,7
35.168,7,0.2,9.6712,2014-11-24,11
1502.376,4,0.4,-250.396,2014-11-24,11
10.11,3,0.0,3.2352,2014-11-15,11
772.47,3,0.0,146.7693,2014-11-15,11
20.46,2,0.0,5.3196,2014-11-15,11
347.58,3,0.0,17.379,2017-03-23,3
72.64,2,0.0,21.792,2016-12-18,12
772.47,3,0.0,146.7693,2016-12-18,12
39.92,4,0.0,11.1776,2016-12-18,12
33.48,2,0.0,16.4052,2017-07-29,7
461.97,3,0.0,133.9713,2017-07-29,7
137.62,2,0.0,60.5528,2017-07-29,7
302.67,3,0.0,72.6408,2017-07-29,7
239.976,3,0.2,53.9946,2014-09-02,9
8.34,3,0.0,2.1684,2017-01-29,1
8.57,1,0.0,2.2282,2017-01-29,1
119.616,8,0.2,40.3704,2017-01-29,1
212.94,3,0.0,25.5528,2016-12-26,12
26.49,1,0.0,7.4172,2016-12-26,12
687.4,5,0.0,48.118,2015-08-09,8
653.55,3,0.0,111.1035,2014-04-06,4
33.9,2,0.0,2.034,2014-04-06,4
239.96,5,0.2,83.986,2017-11-17,11
199.836,4,0.3,-37.1124,2015-07-11,7
716.0,2,0.0,193.32,2015-07-11,7
221.06,7,0.0,103.8982,2015-07-11,7
67.71,3,0.0,32.5008,2016-11-10,11
129.92,4,0.0,38.976,2016-11-10,11
467.46,9,0.0,191.6586,2016-11-10,11
61.4,5,0.0,28.858,2016-11-10,11
720.76,4,0.0,187.3976,2016-11-10,11
5.184,3,0.2,1.8144,2016-11-10,11
14.7,5,0.0,3.969,2016-11-10,11
8.134,7,0.8,-13.8278,2014-03-31,3
79.984,2,0.2,13.9972,2014-03-31,3
18.54,2,0.0,8.7138,2015-09-18,9
24.4,2,0.2,7.93,2015-11-07,11
195.64,4,0.0,91.9508,2017-05-19,5
398.4,5,0.2,84.66,2015-01-03,1
7.056,3,0.2,0.7938,2015-01-03,1
1352.3976,9,0.32,-437.5404,2015-01-03,1
26.4,5,0.0,11.88,2015-09-08,9
41.88,6,0.0,0.8376,2015-09-08,9
99.846,9,0.7,-83.205,2016-04-03,4
699.98,2,0.0,195.9944,2016-12-05,12
584.82,9,0.0,70.1784,2016-12-05,12
43.98,2,0.0,21.99,2015-05-08,5
377.97,3,0.0,105.8316,2015-05-08,5
123.96,3,0.0,11.1564,2015-05-08,5
391.98,2,0.0,113.6742,2017-09-22,9
383.976,3,0.2,81.5949,2017-11-30,11
1781.682,7,0.4,-653.2834,2017-11-30,11
21.4,5,0.0,6.206,2017-01-15,1
549.99,1,0.0,274.995,2014-08-08,8
167.535,3,0.1,37.23,2014-08-08,8
38.34,3,0.0,17.253,2014-08-08,8
53.88,6,0.0,22.6296,2014-08-08,8
299.98,2,0.0,83.9944,2014-08-08,8
62.8,4,0.0,15.7,2015-11-05,11
13.904,2,0.2,4.5188,2017-04-25,4
744.1,5,0.3,-95.67,2014-04-20,4
44.84,5,0.2,5.605,2014-04-20,4
401.59,2,0.3,-131.951,2014-04-20,4
18.24,3,0.0,8.5728,2017-11-11,11
359.499,3,0.15,-29.6058,2017-11-25,11
10.48,1,0.0,2.8296,2017-11-25,11
20.736,4,0.2,7.2576,2015-12-18,12
35.168,4,0.2,8.3524,2016-09-08,9
64.704,3,0.2,23.4552,2016-09-08,9
105.52,4,0.0,48.5392,2016-06-06,6
5.792,2,0.8,-9.5568,2015-06-19,6
466.158,7,0.4,-93.2316,2015-03-05,3
10.312,1,0.2,-1.289,2015-03-05,3
2.556,3,0.7,-1.7892,2015-03-05,3
7.968,2,0.2,2.8884,2017-08-04,8
8.784,1,0.2,3.1842,2017-08-04,8
3.024,3,0.2,-0.6048,2017-12-30,12
51.45,3,0.0,13.8915,2015-05-23,5
14.016,4,0.8,-31.536,2014-12-06,12
214.95,5,0.5,-120.372,2014-12-06,12
35.04,4,0.2,-7.008,2014-12-06,12
10.776,3,0.6,-4.8492,2014-12-06,12
4.6,2,0.8,-8.05,2014-12-06,12
35.168,2,0.2,-8.3524,2014-12-06,12
19.152,3,0.2,6.4638,2015-08-07,8
4.448,2,0.2,0.3336,2014-03-17,3
5.184,1,0.2,1.8792,2014-03-17,3
15.552,3,0.2,5.4432,2014-03-17,3
40.032,6,0.2,12.51,2015-03-26,3
16.776,3,0.2,5.0328,2015-03-26,3
186.304,4,0.2,13.9728,2014-12-14,12
66.36,4,0.0,23.226,2015-09-19,9
42.048,9,0.2,5.256,2017-04-25,4
67.92,5,0.2,6.792,2017-04-25,4
52.512,6,0.2,19.692,2014-10-18,10
186.912,6,0.2,-35.046,2014-10-18,10
10.048,4,0.2,3.14,2014-10-18,10
17.496,9,0.6,-7.4358,2015-11-13,11
15.552,3,0.2,5.4432,2016-01-31,1
10.776,3,0.2,3.3675,2016-11-17,11
3.304,1,0.2,1.0738,2017-07-25,7
35.48,1,0.0,0.0,2017-11-11,11
34.44,3,0.0,16.1868,2015-09-26,9
629.93,7,0.0,296.0671,2015-09-26,9
79.056,9,0.2,28.6578,2015-09-26,9
232.55,5,0.0,9.302,2014-04-04,4
99.98,2,0.0,42.9914,2014-04-04,4
19.44,3,0.0,9.3312,2014-04-04,4
12.96,2,0.0,6.3504,2014-04-04,4
464.292,9,0.4,-108.3348,2014-09-14,9
68.46,7,0.0,31.4916,2014-09-14,9
2799.96,4,0.0,1371.9804,2014-09-14,9
601.3,2,0.0,198.429,2014-09-14,9
16.99,1,0.0,4.4174,2014-09-14,9
287.97,3,0.0,80.6316,2014-09-14,9
44.82,9,0.0,21.0654,2014-09-14,9
101.12,8,0.0,37.4144,2017-12-29,12
107.976,3,0.2,37.7916,2015-06-21,6
58.73,7,0.0,14.6825,2017-11-26,11
93.344,4,0.2,32.6704,2017-11-26,11
17.05,5,0.0,8.184,2016-10-23,10
8.096,2,0.2,2.7324,2015-12-14,12
30.36,4,0.0,13.0548,2016-11-13,11
23.34,3,0.0,10.9698,2017-09-29,9
51.55,5,0.0,24.2285,2017-09-29,9
119.9,2,0.0,43.164,2015-11-08,11
1317.492,6,0.1,292.776,2016-04-01,4
63.84,8,0.0,18.5136,2016-04-01,4
3.592,1,0.2,1.1225,2016-04-01,4
86.26,2,0.0,29.3284,2017-02-02,2
139.04,4,0.0,38.9312,2017-02-02,2
46.8,4,0.0,16.38,2017-02-02,2
8.544,4,0.2,1.9224,2017-12-24,12
842.376,3,0.2,105.297,2017-12-24,12
1214.85,3,0.0,352.3065,2014-06-21,6
67.78,2,0.0,16.945,2017-03-06,3
39.9,5,0.0,10.374,2017-09-25,9
2.688,1,0.2,0.84,2014-06-30,6
6.6,3,0.0,2.904,2014-06-30,6
28.4,4,0.0,13.064,2015-08-07,8
212.94,3,0.0,34.0704,2015-08-07,8
1001.584,2,0.2,125.198,2017-06-30,6
569.058,3,0.3,-178.8468,2017-06-30,6
14.224,2,0.6,-10.3124,2017-06-30,6
105.584,2,0.2,9.2386,2015-10-26,10
68.72,2,0.2,-14.603,2015-10-26,10
1367.84,8,0.0,259.8896,2014-07-30,7
301.96,2,0.0,33.2156,2016-11-18,11
170.352,3,0.2,-17.0352,2015-07-06,7
3.9,2,0.0,1.521,2014-11-10,11
12.84,3,0.0,5.778,2014-11-10,11
15.84,3,0.0,7.128,2014-11-10,11
563.94,3,0.0,112.788,2014-11-10,11
62.94,3,0.0,11.9586,2014-11-10,11
535.41,3,0.0,160.623,2014-11-10,11
3504.9,5,0.0,700.98,2016-05-27,5
144.12,3,0.0,69.1776,2016-05-27,5
314.55,3,0.0,150.984,2016-05-27,5
3.408,1,0.2,0.8946,2015-03-08,3
2.072,2,0.8,-3.5224,2017-10-19,10
328.3992,3,0.32,-91.7586,2017-10-19,10
53.248,2,0.2,19.968,2016-11-05,11
4.992,3,0.2,1.6848,2016-12-26,12
37.68,2,0.0,15.8256,2015-04-13,4
258.576,2,0.2,19.3932,2015-04-13,4
75.84,2,0.0,29.5776,2015-04-13,4
45.36,7,0.0,21.7728,2017-09-12,9
45.78,3,0.0,22.89,2017-09-12,9
40.29,3,0.0,10.0725,2017-09-24,9
38.71,7,0.0,17.8066,2017-09-24,9
1801.632,6,0.2,-337.806,2015-10-10,10
748.752,8,0.4,-162.2296,2015-11-27,11
199.96,4,0.0,15.9968,2015-09-13,9
1516.2,7,0.0,394.212,2015-09-13,9
167.952,6,0.2,-27.2922,2017-11-14,11
45.04,2,0.2,4.504,2017-11-14,11
23.16,2,0.0,11.58,2017-05-05,5
397.6,5,0.0,43.736,2014-11-28,11
85.96,7,0.0,40.4012,2014-11-28,11
13.12,4,0.0,4.3296,2014-11-28,11
45.66,3,0.0,22.3734,2014-11-28,11
158.13,3,0.0,77.4837,2014-05-10,5
43.6,5,0.2,4.36,2014-05-10,5
3930.072,3,0.2,-786.0144,2016-03-03,3
2.304,1,0.2,0.7776,2016-03-03,3
431.976,3,0.2,32.3982,2016-03-03,3
41.72,7,0.2,5.7365,2016-03-03,3
104.23,7,0.0,28.1421,2015-08-15,8
70.26,3,0.0,18.9702,2015-08-15,8
9.26,2,0.0,3.0558,2015-09-12,9
105.98,2,0.0,4.2392,2015-09-12,9
1.24,1,0.0,0.5828,2015-09-12,9
20.7,2,0.0,9.936,2015-09-12,9
28.9,5,0.0,14.161,2015-09-12,9
27.18,1,0.0,12.7746,2015-09-12,9
465.18,3,0.0,120.9468,2015-01-12,1
36.63,3,0.0,9.8901,2015-05-12,5
51.45,3,0.0,13.8915,2016-09-26,9
7.83,3,0.0,3.6018,2016-09-26,9
35.4,5,0.0,13.452,2016-09-26,9
29.9,5,0.0,13.455,2016-09-26,9
17.48,2,0.0,8.2156,2017-09-09,9
79.14,3,0.0,36.4044,2017-04-15,4
8.4,5,0.0,4.2,2017-06-10,6
498.26,7,0.0,134.5302,2017-09-01,9
212.94,3,0.0,57.4938,2014-06-14,6
706.86,7,0.0,197.9208,2017-05-18,5
114.95,5,0.0,2.299,2017-05-18,5
43.19,7,0.0,20.7312,2017-05-18,5
166.44,3,0.0,79.8912,2017-09-12,9
36.56,5,0.2,12.796,2016-06-21,6
186.144,6,0.2,60.4968,2016-06-21,6
353.568,2,0.2,-44.196,2016-06-21,6
81.98,2,0.0,40.1702,2014-11-26,11
14.624,2,0.2,5.1184,2017-03-19,3
697.16,5,0.2,8.7145,2017-03-19,3
30.93,1,0.0,12.6813,2017-03-19,3
27.496,7,0.2,9.2799,2017-03-19,3
605.34,6,0.0,145.2816,2014-10-18,10
210.008,1,0.2,2.6251,2017-08-22,8
54.96,3,0.0,15.9384,2016-11-19,11
164.22,3,0.0,50.9082,2014-09-20,9
362.94,3,0.0,36.294,2014-09-20,9
59.98,2,0.0,26.3912,2014-09-20,9
332.94,3,0.0,6.6588,2016-09-11,9
39.872,2,0.2,12.9584,2016-09-11,9
13.68,2,0.0,3.6936,2016-09-23,9
3.318,3,0.8,-5.6406,2017-08-04,8
10.44,1,0.0,4.8024,2016-07-25,7
136.464,2,0.2,15.3522,2016-08-02,8
333.576,3,0.2,33.3576,2016-08-02,8
12.544,2,0.2,4.704,2016-08-02,8
20.768,8,0.8,-52.9584,2015-05-21,5
43.5,3,0.0,10.875,2017-11-03,11
12.576,4,0.2,4.0872,2015-04-16,4
249.95,5,0.0,19.996,2016-12-12,12
49.12,4,0.0,23.0864,2016-12-12,12
182.91,3,0.0,53.0439,2015-10-30,10
107.648,2,0.2,33.64,2014-03-07,3
99.372,2,0.3,-7.098,2015-03-05,3
33.568,2,0.2,-5.4548,2015-03-05,3
10.56,2,0.0,4.752,2016-08-08,8
38.88,6,0.0,18.6624,2017-01-03,1
35.2,5,0.0,16.544,2017-10-09,10
45.528,3,0.2,15.9348,2017-10-20,10
196.776,3,0.2,14.7582,2014-09-07,9
2.92,2,0.8,-4.818,2014-09-07,9
200.795,1,0.3,-22.948,2014-09-07,9
46.688,4,0.2,-2.918,2014-09-07,9
21.864,3,0.2,3.5529,2014-09-07,9
11.76,2,0.0,5.7624,2017-09-30,9
167.94,3,0.0,82.2906,2017-09-30,9
3.89,1,0.0,1.0114,2017-09-30,9
52.44,4,0.0,24.1224,2017-11-16,11
32.36,4,0.0,11.6496,2017-09-11,9
406.6,5,0.0,113.848,2017-09-11,9
27.92,4,0.0,8.0968,2017-01-16,1
399.672,7,0.2,-14.9877,2017-01-16,1
3.744,4,0.7,-2.6208,2016-11-26,11
715.2,3,0.0,178.8,2015-11-07,11
159.8,4,0.0,70.312,2017-12-14,12
44.75,5,0.0,8.5025,2017-12-14,12
340.116,6,0.3,-9.7176,2014-09-13,9
105.52,4,0.0,48.5392,2014-12-07,12
13.48,1,0.0,1.8872,2017-09-07,9
85.52,2,0.0,22.2352,2017-10-07,10
6.16,2,0.0,2.9568,2015-09-05,9
36.84,3,0.0,17.3148,2015-09-05,9
15.84,3,0.0,0.0,2014-03-30,3
44.4,3,0.0,22.2,2014-03-30,3
21.24,9,0.2,7.434,2017-05-05,5
9.552,8,0.7,-7.3232,2017-05-05,5
89.991,3,0.7,-152.9847,2017-05-05,5
163.96,4,0.0,80.3404,2017-04-30,4
17.904,2,0.2,6.2664,2014-09-08,9
966.7,5,0.3,-13.81,2014-09-08,9
182.112,6,0.2,61.4628,2014-09-08,9
4.464,1,0.2,0.3348,2017-06-20,6
51.588,1,0.4,-15.4764,2015-12-26,12
50.4,8,0.0,23.184,2017-08-15,8
89.568,2,0.2,32.4684,2017-03-04,3
14.89,1,0.0,4.0203,2017-07-27,7
543.92,8,0.0,135.98,2017-07-27,7
4.08,2,0.0,1.9176,2016-09-23,9
18.9,3,0.0,8.694,2016-09-23,9
2275.5,10,0.0,386.835,2016-05-30,5
1979.7,6,0.0,653.301,2016-05-30,5
62.1,6,0.0,29.808,2016-05-30,5
37.296,2,0.3,-1.0656,2014-11-16,11
8.544,2,0.6,-7.476,2014-09-21,9
68.95,5,0.0,28.959,2016-02-21,2
296.37,3,0.0,80.0199,2016-02-21,2
39.98,2,0.0,1.999,2016-02-21,2
191.058,3,0.3,-46.3998,2017-11-19,11
13.04,5,0.2,3.912,2017-11-19,11
1525.188,6,0.8,-2287.782,2017-11-19,11
9.216,4,0.2,3.3408,2016-08-21,8
28.048,2,0.2,3.506,2016-08-21,8
64.96,2,0.0,21.4368,2017-04-30,4
30.56,4,0.0,14.9744,2017-04-30,4
187.056,9,0.2,11.691,2016-05-02,5
11.808,2,0.2,1.3284,2017-10-02,10
9.656,1,0.2,1.5691,2017-10-02,10
20.736,4,0.2,7.2576,2017-10-02,10
27.36,3,0.7,-21.888,2017-10-02,10
2314.116,7,0.4,-1002.7836,2017-10-02,10
34.236,4,0.7,-26.2476,2017-10-02,10
19.76,2,0.2,5.928,2017-10-02,10
15.96,2,0.0,7.98,2017-09-18,9
16.9,5,0.0,6.253,2015-12-04,12
25.08,6,0.0,9.0288,2015-12-04,12
6.68,2,0.0,2.004,2015-01-17,1
19.44,3,0.0,9.3312,2014-01-06,1
31.92,2,0.2,2.394,2015-03-05,3
33.568,2,0.2,11.7488,2016-12-25,12
63.94,1,0.0,24.9366,2016-09-04,9
60.6,5,0.2,20.4525,2016-09-04,9
22.72,4,0.0,6.5888,2016-09-04,9
10.68,4,0.0,4.0584,2014-08-26,8
17.34,3,0.0,8.4966,2014-08-26,8
3.38,1,0.0,1.5548,2014-08-26,8
26.976,4,0.2,8.7672,2015-05-21,5
307.776,7,0.2,111.5688,2017-10-16,10
244.55,5,0.0,4.891,2015-11-09,11
12.24,6,0.0,5.7528,2015-11-09,11
13.98,2,0.0,6.0114,2015-11-09,11
899.95,5,0.0,53.997,2015-11-09,11
1.632,1,0.2,0.5508,2014-11-21,11
267.96,5,0.2,16.7475,2014-11-21,11
31.95,1,0.0,2.2365,2015-10-11,10
725.84,4,0.0,210.4936,2017-03-21,3
10.896,3,0.2,3.9498,2017-03-21,3
8.544,2,0.2,2.8836,2017-03-21,3
32.34,3,0.0,15.5232,2015-01-04,1
39.9,5,0.0,19.95,2015-01-04,1
143.856,9,0.2,48.5514,2017-12-09,12
41.92,4,0.2,15.196,2016-09-06,9
329.584,2,0.2,37.0782,2016-09-06,9
87.28,8,0.0,41.0216,2016-09-03,9
279.456,6,0.2,20.9592,2014-05-13,5
8.0,2,0.0,3.84,2014-05-13,5
27.24,5,0.2,9.534,2016-09-29,9
16.36,1,0.0,1.636,2014-08-05,8
15.78,2,0.0,0.6312,2014-08-05,8
45.98,2,0.0,12.8744,2014-08-05,8
198.272,8,0.2,-32.2192,2017-04-14,4
720.76,5,0.2,54.057,2017-06-09,6
70.56,6,0.0,23.9904,2016-12-29,12
81.96,2,0.0,22.9488,2016-12-29,12
64.864,4,0.2,6.4864,2014-01-18,1
151.192,1,0.2,13.2293,2016-11-20,11
88.776,3,0.2,7.7679,2017-06-10,6
11.56,4,0.0,5.4332,2017-06-10,6
15.58,1,0.0,3.895,2017-06-10,6
85.056,3,0.2,28.7064,2017-09-10,9
273.96,2,0.0,71.2296,2017-04-08,4
306.9,3,0.0,79.794,2017-04-08,4
15.552,3,0.2,5.4432,2015-10-24,10
347.361,7,0.3,-69.4722,2015-10-24,10
10.368,2,0.2,3.6288,2015-10-24,10
98.16,6,0.0,9.816,2017-05-27,5
31.44,3,0.0,7.86,2017-05-27,5
348.488,7,0.2,117.6147,2014-12-05,12
172.736,4,0.2,-30.2288,2014-12-05,12
15.54,3,0.0,7.6146,2016-08-14,8
105.552,6,0.2,35.6238,2016-08-14,8
25.92,5,0.2,9.072,2016-09-05,9
15.808,8,0.2,5.3352,2016-09-05,9
10.368,2,0.2,3.7584,2016-09-05,9
358.2,3,0.4,41.79,2017-06-26,6
545.916,14,0.4,72.7888,2017-06-26,6
40.41,9,0.0,18.5886,2017-03-12,3
167.976,3,0.2,10.4985,2017-02-18,2
109.53,3,0.0,47.0979,2017-02-18,2
9.82,2,0.0,4.8118,2017-02-18,2
26.352,3,0.2,9.5526,2017-11-10,11
22.5,6,0.0,10.8,2014-11-19,11
9.96,2,0.0,4.5816,2014-11-19,11
213.08,7,0.0,102.2784,2014-11-19,11
1025.88,6,0.0,235.9524,2014-11-19,11
21.98,7,0.0,9.891,2014-11-18,11
63.2,5,0.0,23.384,2016-09-24,9
39.0,12,0.0,11.31,2016-11-20,11
2.907,3,0.7,-2.0349,2016-09-27,9
556.665,5,0.15,6.549,2016-04-09,4
71.98,2,0.0,15.1158,2017-09-21,9
79.98,2,0.0,26.3934,2017-09-21,9
24.672,4,0.2,7.71,2017-08-24,8
3.744,1,0.2,1.3104,2017-08-24,8
445.96,5,0.2,55.745,2016-02-22,2
36.24,1,0.0,15.2208,2016-02-22,2
10.65,3,0.0,5.0055,2016-02-22,2
87.92,4,0.0,40.4432,2017-12-08,12
22.424,1,0.2,8.409,2017-12-08,12
90.48,3,0.2,33.93,2017-12-08,12
42.76,1,0.0,11.1176,2017-12-08,12
10.08,7,0.2,3.528,2017-09-18,9
101.34,3,0.0,8.1072,2017-09-18,9
224.75,5,0.0,62.93,2016-09-11,9
73.176,6,0.8,-197.5752,2017-09-23,9
20.736,4,0.2,7.2576,2017-09-23,9
39.984,2,0.2,-8.9964,2017-09-23,9
15.36,2,0.0,7.68,2014-10-06,10
36.288,7,0.2,12.7008,2015-10-23,10
150.384,2,0.2,15.0384,2015-10-23,10
280.782,3,0.4,-60.8361,2016-03-31,3
31.984,2,0.2,1.1994,2016-03-31,3
11.232,3,0.2,3.9312,2016-12-29,12
26.4,5,0.0,11.88,2017-11-03,11
3.52,2,0.0,1.0208,2017-01-20,1
1649.95,5,0.0,659.98,2016-12-03,12
111.9,6,0.0,51.474,2016-12-03,12
599.165,5,0.15,35.245,2016-06-14,6
46.53,3,0.0,12.0978,2016-09-02,9
31.984,2,0.2,1.999,2014-09-05,9
161.568,2,0.2,16.1568,2017-10-21,10
4.064,1,0.2,1.3716,2017-10-21,10
6.216,4,0.7,-4.9728,2017-10-21,10
8.896,4,0.2,0.6672,2017-04-25,4
1640.7,5,0.0,459.396,2015-10-19,10
270.0,3,0.0,97.2,2015-10-19,10
19.52,2,0.2,5.368,2014-07-05,7
9.81,5,0.7,-6.867,2014-07-05,7
213.216,3,0.2,15.9912,2014-07-05,7
588.784,2,0.2,183.995,2016-04-04,4
2.064,1,0.2,0.1548,2017-11-13,11
6.368,2,0.2,2.388,2017-09-09,9
99.6,1,0.0,36.852,2015-04-17,4
62.296,13,0.2,21.0249,2015-04-17,4
10.71,3,0.0,2.7846,2015-04-17,4
20.936,1,0.2,7.0659,2016-07-25,7
33.0,6,0.0,8.25,2016-08-26,8
249.95,5,0.0,87.4825,2016-08-26,8
357.93,3,0.0,7.1586,2014-09-12,9
57.4,5,0.0,10.906,2014-09-12,9
331.96,2,0.0,149.382,2014-09-12,9
40.56,2,0.0,12.9792,2014-09-12,9
86.2,5,0.0,24.998,2016-07-22,7
38.016,6,0.2,13.7808,2017-05-19,5
8.384,1,0.2,0.7336,2017-04-28,4
6.848,2,0.2,0.7704,2017-04-28,4
19.6,5,0.0,9.604,2017-12-29,12
68.46,2,0.0,20.538,2017-12-29,12
13.344,6,0.2,4.3368,2017-09-04,9
1478.272,8,0.2,92.392,2017-09-04,9
16.272,1,0.2,-3.8646,2014-03-21,3
9.24,3,0.0,4.4352,2017-09-28,9
32.34,10,0.7,-23.716,2014-01-19,1
56.064,4,0.2,19.6224,2014-01-19,1
108.72,5,0.2,36.693,2014-01-19,1
181.47,5,0.7,-320.597,2014-01-19,1
16.176,3,0.2,6.066,2014-02-14,2
122.352,3,0.2,13.7646,2016-06-09,6
585.552,3,0.2,73.194,2014-09-26,9
19.44,3,0.0,9.3312,2014-09-26,9
123.92,5,0.2,9.294,2016-05-30,5
13.36,5,0.2,4.008,2017-12-19,12
78.256,2,0.2,-17.6076,2017-12-19,12
102.018,7,0.7,-183.6324,2017-12-19,12
750.68,2,0.0,37.534,2017-12-26,12
44.4,3,0.0,22.2,2017-06-15,6
84.55,5,0.0,22.8285,2017-06-15,6
17.94,3,0.0,8.7906,2017-06-15,6
128.4,3,0.0,62.916,2016-11-20,11
1.869,1,0.7,-1.3083,2014-03-31,3
103.192,1,0.2,11.6091,2017-10-08,10
36.0,2,0.0,6.48,2017-10-08,10
239.96,4,0.0,115.1808,2017-10-08,10
40.68,2,0.0,0.4068,2017-10-08,10
419.136,4,0.2,-68.1096,2017-01-30,1
23.472,3,0.2,7.6284,2014-12-12,12
3.592,4,0.8,-6.286,2015-10-24,10
23.976,3,0.2,-5.6943,2017-04-01,4
6.264,3,0.2,2.0358,2017-04-01,4
20.808,3,0.2,1.8207,2017-04-01,4
218.352,3,0.2,-19.1058,2017-04-01,4
18.16,2,0.2,1.816,2017-01-26,1
7.36,2,0.0,0.1472,2014-11-28,11
41.4,4,0.0,19.872,2014-11-28,11
411.332,4,0.15,-4.8392,2014-11-28,11
7.656,4,0.7,-6.1248,2015-09-04,9
63.92,2,0.2,19.176,2017-06-12,6
6.56,2,0.0,1.9024,2017-07-15,7
7.83,3,0.0,3.6018,2017-07-15,7
41.9,2,0.0,8.799,2017-07-15,7
664.146,6,0.1,88.5528,2017-07-15,7
8.96,2,0.0,4.3904,2017-07-15,7
3.312,1,0.2,0.6624,2017-11-02,11
20.136,3,0.2,1.2585,2017-11-02,11
8.856,3,0.2,2.8782,2017-11-02,11
859.2,4,0.4,-186.16,2017-11-02,11
61.96,2,0.0,27.882,2016-10-08,10
17.92,4,0.0,8.6016,2016-04-08,4
145.9,5,0.0,62.737,2015-10-08,10
56.704,2,0.2,19.1376,2017-05-15,5
11.12,2,0.2,3.475,2017-05-15,5
32.896,4,0.2,11.1024,2014-02-24,2
22.776,3,0.2,7.6869,2014-02-24,2
239.97,3,0.0,2.3997,2015-05-30,5
160.32,2,0.0,44.8896,2015-05-30,5
128.85,3,0.0,3.8655,2015-05-30,5
1319.96,4,0.0,527.984,2016-11-18,11
239.96,10,0.3,-10.284,2017-12-04,12
54.768,2,0.2,6.846,2017-12-04,12
13.392,3,0.2,3.1806,2017-12-04,12
23.92,5,0.2,8.671,2017-12-04,12
255.968,4,0.2,-28.7964,2017-12-04,12
21.552,6,0.2,7.0044,2016-06-05,6
58.24,4,0.0,15.7248,2016-06-05,6
